"Permis_Numéro","Permis_Date_de_début","Permis_Date_de_fin","Gardien_Territoire_ex_villes","Animal_Type_de_permis","Animal_Nom","Animal_Catégorie_race_primaire_de_chiens","Animal_Race_primaire_des_chiens","Animal_Race_croisé_des_chiens","Animal_Sexe","Animal_Couleur","Animal_Date_de_naissance","Animal_Vaccination","Animal_Stérilisation","Animal_Poids_kg","Animal_Micropuce","Animal_Potentiellement_dangereux"
"176591","2019-03-22","2020-03-21","Laval-des-Rapides","Chien","Simba","Chiens de sport","retriever doré","retriever labrador","Mâle","blond","2013-05-16","0","1","38,55","0","0"
"173860","2019-08-13","2020-08-13","Chomedey","Chien","Bambou","Chiens de travail","Bouvier bernois","Autre","Mâle","tricolore","2015-02-10","1","1","29","0","0"
"177921","2020-01-08","2021-01-08","Pont-Viau","Chien","willow","Chiens de sport","retriever labrador","Autre","Mâle","brun blanc noir","2009-12-13","1","1","0","1","0"
"171556","2019-10-17","2020-10-17","Auteuil","Chien","Fernan","Lévriers et chiens courants","Basset Hound","","Mâle","Tricolore","2007-11-05","0","1","25","0","0"
"173330","2019-10-29","2020-07-28","Chomedey","Chien","Brenda","Chiens de compagnie","Bouledogue français","","Femelle","Beige","2019-02-02","0","0","50","1","0"
"164113","2019-04-24","2020-04-24","Chomedey","Chien","Whisky","Chiens nains","Bichon maltais","Terrier du Yorkshire","Mâle","Rouille","2012-09-10","0","1","10","0","0"
"62676","2019-03-21","2020-03-21","Pont-Viau","Chat","Bubby","","","Autre","Mâle","Noir","2012-12-01","0","1","5","0","0"
"169911","2019-10-15","2020-10-15","Fabreville","Chien","Lily","Chiens nains","Terrier du Yorkshire","Shih Tzu","Femelle","Noir","2008-01-01","1","1","4","1","0"
"174258","2019-09-23","2020-09-23","Vimont","Chien","Youki","Chiens nains","Carlin","Shar-pei chinois","Mâle","Fauve","2019-07-07","0","0","5","1","0"
"162831","2019-03-27","2020-03-27","Chomedey","Chien","Ti-Pit","Chiens nains","Bichon maltais","","Mâle","Blanc","2012-08-11","0","1","3,5","1","0"
"63131","2019-05-23","2020-05-23","Sainte-Dorothée","Chat","Maya","","","","Femelle","Noir","2016-04-13","1","1","5","1","0"
"67873","2019-08-29","2020-08-29","Duvernay","Chat","Mitaine ","","","Autre","Femelle","noire","2011-01-01","0","1","5","0","0"
"176139","2019-01-18","2020-01-18","Fabreville","Chien","Lily","Chiens de travail","Boxer","retriever labrador","Femelle","Beige","2018-10-07","0","0","0","0","0"
"67920","2019-09-25","2020-09-25","Sainte-Dorothée","Chat","Tigris","","","Autre","Mâle","tigré","2009-02-01","0","1","3,9","1","0"
"60018","2019-11-08","2020-11-07","Sainte-Rose","Chat","Mozart","","","","Mâle","Noir","2010-01-01","1","0","0","1","0"
"68373","2019-11-19","2020-11-19","Laval-Ouest","Chat","Trouble","","","Autre","Femelle","Noir et blanc","2008-05-29","1","1","4","1","0"
"68725","2020-01-06","2021-01-06","Auteuil","Chat","Misty","","","","Femelle","","2012-10-05","1","1","2,26","0","0"
"67777","2019-06-04","2020-06-04","Fabreville","Chat","Charlot","","","Autre","Mâle","gris","2015-05-22","1","1","6","0","0"
"174281","2019-09-25","2020-09-25","Saint-Vincent-de-Paul","Chien","Pouky","Terriers","Terrier du révérend Russell","chihuahua a poil court","Mâle","Blanc","2011-07-28","1","1","6","0","0"
"67990","2019-09-22","2020-09-22","Vimont","Chat","Whisky","","","Autre","Mâle","beige","2011-07-05","0","0","6","1","0"
"177323","2019-07-04","2020-07-04","Laval-des-Rapides","Chien","Lucky","Chiens de berger","Berger Shetland","","Mâle","Orange et blanc","0000-00-00","0","0","0","0","0"
"173444","2019-07-23","2020-07-23","Fabreville","Chien","Zoe","","Inconnu","","Femelle","Blanc tan noir","2012-12-16","1","1","22","1","0"
"177394","2019-07-30","2020-07-30","Saint-Vincent-de-Paul","Chien","Jack","Chiens de travail","Husky sibérien","retriever doré","Mâle","beige/brun","0000-00-00","0","1","28","1","0"
"165462","2019-05-10","2020-05-10","Chomedey","Chien","Evy","Chiens de compagnie","Caniche moyen","","Femelle","Apricot","2018-02-02","1","1","1,4","1","0"
"66525","2019-04-25","2020-04-25","Fabreville","Chat","Baggy","","","Autre","Mâle","Gris","2018-06-04","1","1","8","0","0"
"172935","2019-05-13","2020-05-13","Sainte-Rose","Chien","Sammy","Chiens nains","chihuahua a poil court","","Mâle","Noir","2010-09-26","0","1","2,72","1","0"
"174853","2019-11-07","2020-11-07","Vimont","Chien","Mia","","Morkie","","Femelle","Noir et blanc","2012-08-23","1","1","8","1","0"
"66828","2019-04-23","2020-04-23","Fabreville","Chat","Lola","","","Autre","Femelle","Blanc-noir","2018-01-01","0","1","0","1","0"
"67698","2019-04-29","2020-04-29","Sainte-Rose","Chat","Chaman","","","Autre","Inconnu","","0000-00-00","0","0","0","0","0"
"173507","2019-07-09","2020-07-09","Duvernay","Chien","Max","Chiens nains","Bichon maltais","Autre","Mâle","Blanc taches brun","2018-10-30","0","1","5","1","0"
"177642","2019-12-05","2020-12-05","Duvernay","Chien","Simbad","Indéterminé","Pitbull","Boxer","Mâle","Brun","2010-01-01","0","0","0","0","0"
"167379","2019-08-02","2020-08-01","Chomedey","Chien","Ranger","Chiens de berger","Berger Allemand","","Mâle","noir et tan","2017-01-22","0","1","0","1","0"
"176355","2019-03-11","2020-03-11","Vimont","Chien","Harley","Chiens nains","Bichon maltais","","Mâle","Blanc","2014-05-01","1","1","4","1","0"
"171578","2019-11-28","2020-11-28","Duvernay","Chien","Keyla","Chiens de sport","retriever doré","","Femelle","Roux","2017-11-26","0","1","27","1","0"
"164829","2019-05-08","2020-05-08","Laval-des-Rapides","Chien","Pee-Wee","Chiens de sport","Épagneul français","Lhasa apso","Mâle","Noir","2007-08-28","0","1","12","1","0"
"169817","2019-06-13","2020-06-13","Fabreville","Chien","Foxy","Chiens nains","chihuahua a poil court","","Mâle","bringé","2012-12-25","0","1","4,5","1","0"
"168691","2019-08-02","2020-08-01","Sainte-Rose","Chien","Smog","Chiens nains","Terrier du Yorkshire","","Mâle","","2007-03-24","0","1","5","1","0"
"162356","2019-08-28","2020-08-28","Chomedey","Chien","Bambie","Chiens nains","chihuahua a poil court","","Femelle","","2015-04-08","0","0","0","0","0"
"67597","2019-07-05","2020-07-04","Fabreville","Chat","Mia","","","Autre","Femelle","Tigré gris blond","2015-05-09","0","1","4","1","0"
"65945","2019-10-11","2020-10-09","Sainte-Rose","Chat","Tiger","","","","Mâle","Blanc et brun et gris","2007-01-01","1","1","4,53","1","0"
"173449","2019-07-19","2020-07-18","Fabreville","Chien","Issy","Chiens nains","Bichon maltais","","Mâle","Blanc","2019-01-03","1","1","3","1","0"
"176099","2019-12-18","2020-12-18","Laval-des-Rapides","Chien","Daisy","Chiens de compagnie","Shih Tzu","Terrier du révérend Russell","Femelle","","2011-09-20","1","1","6,8","1","0"
"63082","2019-05-25","2020-05-23","Fabreville","Chat","Floh","","","","Femelle","champagne","2016-08-27","0","1","3,17","1","0"
"168546","2019-12-09","2020-12-09","Sainte-Dorothée","Chien","Bailey","Lévriers et chiens courants","Foxhound anglais","Autre","Mâle","Beige et blanc","2015-12-02","1","1","10,88","1","0"
"174801","2019-11-04","2020-11-04","Fabreville","Chien","Puppy","Chiens nains","chihuahua a poil court","","Mâle","Noir","2014-01-01","0","0","2","1","0"
"164281","2019-06-10","2020-06-09","Sainte-Rose","Chien","Maggie","Chiens nains","Terrier du Yorkshire","Caniche nain","Femelle","Noir/Gris","2011-06-07","0","1","2,3","1","0"
"67591","2019-07-05","2020-07-04","Sainte-Dorothée","Chat","Mika","","","","Femelle","Grsi/brun","2011-01-01","0","1","7","0","0"
"161952","2019-12-19","2020-12-19","Chomedey","Chien","Muffy","Chiens nains","Bichon maltais","","Inconnu","Blanc","2013-07-16","0","1","0","0","0"
"175958","2019-02-11","2020-02-10","Sainte-Dorothée","Chien","Pacha","Chiens de compagnie","Caniche moyen","retriever doré","Mâle","Noir","2016-12-26","0","1","24","1","0"
"63154","2019-08-26","2020-08-26","Auteuil","Chat","Gazou","","","","Femelle","Blanc Beige","2017-11-22","0","1","2,7","1","0"
"64933","2019-05-17","2020-05-16","Sainte-Dorothée","Chat","Mamy","","","","Femelle","brun foncé","2005-01-23","1","1","3,2","1","0"
"166227","2019-11-04","2020-11-04","Sainte-Dorothée","Chien","Mozart","Chiens de sport","Épagneul cocker anglais","","Mâle","Noir","2010-04-08","0","1","9,3","1","0"
"176379","2019-03-28","2020-03-28","Laval-Ouest","Chien","Louis","Chiens de compagnie","Bouledogue français","","Mâle","Noir bringé","2018-02-15","1","1","14","1","0"
"68352","2019-11-15","2020-11-15","Saint-François","Chat","Mini","","","Autre","Femelle","Tabby","2017-05-27","1","1","3,2","1","0"
"173961","2019-07-22","2020-07-22","Sainte-Rose","Chien","Lexi","Chiens de compagnie","Caniche moyen","","Femelle","Roux","2019-05-23","0","0","0","1","0"
"163125","2019-03-15","2020-03-15","Saint-François","Chien","Rocky","Chiens de travail","rottweiler","Pitbull","Mâle","Noir","2010-08-06","1","1","0","1","0"
"164102","2019-04-15","2020-04-15","Fabreville","Chien","Zia","Lévriers et chiens courants","Dachshound teckel nain a poil court","","Femelle","Noir feu","2010-10-04","1","1","5,8","1","0"
"176999","2019-06-05","2020-06-03","Sainte-Dorothée","Chien","Milky","Chiens nains","Bichon maltais","Autre","Femelle","blanc et noir","2010-04-10","1","1","0","1","0"
"67615","2019-05-21","2020-05-20","Fabreville","Chat","Mila","","","","Femelle","Calico","2006-01-01","0","1","6","0","0"
"173879","2019-08-15","2020-08-15","Pont-Viau","Chien","Luna","Terriers","Terrier irlandais","Terrier irlandais","Femelle","brun/noir","2018-10-10","0","0","70","0","0"
"173091","2019-05-12","2020-05-11","Fabreville","Chien","Mariposa","Chiens nains","chihuahua a poil court","Autre","Femelle","brun","2014-11-20","0","1","2","1","0"
"172989","2019-05-17","2020-05-16","Laval-Ouest","Chien","Suky","Chiens de sport","retriever doré","Grand caniche","Femelle","crème","2019-01-20","1","0","11","1","0"
"172738","2019-04-11","2020-04-09","Laval-Ouest","Chien","Max","","Autre","","Mâle","noir et blanc","2009-01-01","0","0","7","0","0"
"172946","2019-05-16","2020-05-16","Duvernay","Chien","Spiky","Chiens nains","Terrier du Yorkshire","","Mâle","Noir","2009-03-04","1","1","4","1","0"
"66163","2019-11-22","2020-11-22","Duvernay","Chat","Tango","","","","Mâle","noir et blanc","2016-09-01","1","1","6,7","1","0"
"165641","2019-05-02","2020-05-01","Duvernay","Chien","Shiloh","Chiens de travail","Husky sibérien","","Mâle","blanc et gris","2008-08-01","1","1","24,94","1","0"
"68063","2019-10-31","2020-10-31","Sainte-Dorothée","Chat","Leo","","","","Mâle","blond","2012-03-23","0","1","0","1","0"
"173943","2019-08-21","2020-08-21","Sainte-Rose","Chien","Trixie","Chiens de berger","Berger Allemand","retriever labrador","Femelle","noir","2008-08-26","0","1","29","1","0"
"61247","2019-11-01","2020-11-01","Chomedey","Chat","Minus","","","","Mâle","Noir et blanc","2012-05-18","1","1","4,53","1","0"
"173046","2019-05-09","2020-05-09","Chomedey","Chien","quichi","","Autre","Autre","Mâle","Blanc","2007-06-01","0","1","7,4","1","0"
"67645","2019-05-29","2020-05-29","Fabreville","Chat","Tom","","","","Mâle","tigré","2016-03-31","1","1","6,8","1","0"
"63226","2019-12-03","2020-12-03","Chomedey","Chat","Miky","","","","Mâle","Noir et blanc","2014-01-01","0","1","4,1","1","0"
"66786","2019-03-20","2020-03-20","Chomedey","Chat","Daisy","","","Autre","Femelle","brune","2009-01-01","0","1","4","1","0"
"65428","2019-12-11","2020-12-11","Saint-Vincent-de-Paul","Chat","Sinbad","","","Autre","Mâle","Gris noir","2015-08-23","0","1","9","1","0"
"176142","2019-01-21","2020-01-21","Chomedey","Chien","Charlie","Chiens de berger","Bouvier des Flandres","retriever doré","Femelle","noir","2012-01-31","1","1","45","0","0"
"61848","2019-06-04","2020-06-04","Pont-Viau","Chat","Ti-Homme","","","","Mâle","Noir/Blanc","2016-07-06","1","1","4","1","0"
"163799","2019-06-13","2020-06-13","Fabreville","Chien","Rocky","Chiens de sport","retriever labrador","","Mâle","","0000-00-00","0","1","0","1","0"
"177515","2019-11-25","2020-11-25","Laval-Ouest","Chien","Fatso","Chiens de travail","Husky sibérien","St-Bernard","Femelle","Noir et blanc ","2006-12-15","0","0","45","0","0"
"62367","2019-04-25","2020-04-25","Laval-des-Rapides","Chat","Limette ","","","","Femelle","écaille de tortue ","2013-10-03","0","1","5,98","1","0"
"161654","2019-02-18","2020-02-18","Duvernay","Chien","Gaïa","Chiens de travail","Grand bouvier suisse","","Femelle","tricolore","2015-12-10","0","0","0","1","0"
"174687","2019-10-30","2020-10-30","Sainte-Dorothée","Chien","Sookie","Terriers","Terrier blanc du West Highland","","Femelle","blanc ","2011-07-21","1","0","8","1","0"
"64111","2019-12-09","2020-12-09","Duvernay","Chat","Sempai","","","Autre","Mâle","Chocolat point","2007-08-07","0","1","5","1","0"
"162319","2019-10-16","2020-10-16","Auteuil","Chien","Thor","Chiens de berger","Berger australien","","Mâle","Bleu Merle","2017-12-21","0","1","6,8","1","0"
"61314","2019-01-31","2020-01-30","Fabreville","Chat","Vega","","","","Femelle","Blanc","2015-06-06","0","1","3","1","0"
"177510","2019-11-22","2020-11-22","Chomedey","Chien","Blondie","Chiens de sport","retriever doré","","Femelle","doré","2011-03-30","0","0","11","0","0"
"62896","2019-07-19","2020-07-18","Laval-Ouest","Chat","Toby","","","","Mâle","Tricolore","2014-07-01","0","1","10","1","0"
"173512","2019-07-09","2020-07-09","Chomedey","Chien","Lou","Chiens de berger","Berger australien","","Femelle","Tricolor","2017-03-17","0","1","16","0","0"
"62391","2019-04-26","2020-04-26","Fabreville","Chat","Baby Cat","","","","Mâle","Tabby","2016-11-01","1","1","4","1","0"
"63528","2019-06-13","2020-06-13","Fabreville","Chat","Scotty","","","","Mâle","Blanc poil long","2007-04-25","0","1","0","0","0"
"60122","2019-01-25","2020-01-25","Laval-des-Rapides","Chat","Maggie","","","","Femelle","gris","2010-01-01","0","1","2,72","1","0"
"68494","2019-12-06","2020-12-06","Sainte-Rose","Chat","Mia","","","Autre","Femelle","Calico","2013-10-03","0","1","3","1","0"
"164146","2019-06-12","2020-06-12","Chomedey","Chien","Rocky","Terriers","Terrier du révérend Russell","Autre","Mâle","Blanc et brun","2010-03-07","1","1","0","1","0"
"64303","2019-11-22","2020-11-22","Sainte-Rose","Chat","Bébé ours","","","Autre","Femelle","Noir","2014-09-07","0","1","5","1","0"
"168299","2019-06-21","2020-06-21","Îles-Laval","Chien","Maya","Chiens de travail","Bouvier bernois","Autre","Femelle","Tricolore","2014-04-10","1","1","42","1","0"
"167787","2019-06-07","2020-06-07","Saint-Vincent-de-Paul","Chien","Choupette","Chiens de compagnie","Shih Tzu","","Inconnu","Marbré","2018-04-03","0","1","1,4","1","0"
"174463","2019-10-17","2020-10-17","Sainte-Dorothée","Chien","Nikki","Chiens de travail","Doberman Pinscher","","Femelle","Rouge feu","2010-11-25","1","1","30","1","0"
"60755","2019-07-17","2020-07-17","Chomedey","Chat","Maeva","","","","Femelle","noir et beige","2015-03-04","1","1","5,44","1","0"
"175213","2019-12-09","2020-12-09","Sainte-Dorothée","Chien","Ginger","Chiens de sport","retriever labrador","","Femelle","Noir","2015-09-01","0","1","29,02","1","0"
"177807","2019-12-19","2020-12-19","Duvernay","Chien","Zoe","Chiens nains","Bichon maltais","Terrier du Yorkshire","Femelle","Noir et feu","2017-03-03","0","1","2,9","1","0"
"67573","2019-06-06","2020-06-05","Pont-Viau","Chat","Mascotte","","","Autre","Mâle","brun","2013-08-01","0","1","3","0","0"
"172572","2019-03-27","2020-03-25","Duvernay","Chien","Bacchus","Chiens de berger","Briard","","Mâle","Noir ","2015-11-09","1","1","41","1","0"
"60224","2019-08-08","2020-08-08","Sainte-Rose","Chat","Miss Lili","","","","Femelle","Espagne","2017-11-30","0","1","1,8","1","0"
"161268","2020-01-10","2021-01-09","Sainte-Dorothée","Chien","Jack","Terriers","Terrier du révérend Russell","","Mâle","Tricolore","2015-02-06","0","1","10","1","0"
"177814","2019-12-19","2020-12-19","Auteuil","Chien","Sanoki","Lévriers et chiens courants","Spitz finlandais","","Mâle","blanc","2011-04-02","0","1","20","1","0"
"66937","2019-07-09","2020-07-09","Fabreville","Chat","Bella","","","Autre","Femelle","marron blanc et noir","2016-01-01","0","0","4","0","0"
"65771","2019-10-02","2020-10-02","Sainte-Dorothée","Chat","Agatha","","","Autre","Femelle","Blanc - Gris","2018-04-23","0","1","4","1","0"
"64850","2019-05-20","2020-05-20","Chomedey","Chat","Gros mâle","","","Autre","Mâle","Tigré noir et gris","2018-08-01","0","0","6","0","0"
"173967","2019-08-22","2020-08-22","Sainte-Rose","Chien","Kira","Chiens nains","Lévrier italien","Autre","Femelle","sable","2019-05-24","1","0","3","1","0"
"173384","2019-06-13","2020-06-13","Fabreville","Chien","Bella","Chiens nains","Bichon maltais","Shih Tzu","Femelle","Blanche","2015-10-22","1","0","0","1","0"
"174334","2019-10-03","2020-10-03","Laval-des-Rapides","Chien","Bob","Chiens de berger","Border Colley","Autre","Mâle","blanc","2010-11-01","1","1","41","0","0"
"177866","2020-01-03","2021-01-02","Fabreville","Chien","Aslan","Chiens de berger","Berger Allemand","Autre","Mâle","Brun foncé","2013-06-14","0","0","40","1","0"
"165551","2019-07-15","2020-07-15","Sainte-Dorothée","Chien","Billy","Chiens nains","Bichon havanais","Autre","Mâle","Noir et blanc","2012-09-13","1","1","5","1","0"
"164228","2019-04-12","2020-04-11","Vimont","Chien","Jolly Jumper ","Chiens de berger","Berger Shetland","Autre","Mâle","sable ","2013-05-23","1","1","12,6","1","0"
"174265","2019-09-24","2020-09-24","Saint-François","Chien","Storm","Chiens de travail","Husky sibérien","Autre","Mâle","Beige","2014-01-01","1","1","45","1","0"
"177282","2019-07-03","2020-07-03","Vimont","Chien","Toby","Chiens de berger","Berger Allemand","","Mâle","Black tan","2017-12-27","1","0","41","0","0"
"62249","2019-05-08","2020-05-08","Fabreville","Chat","Abby","","","","Femelle","Tabby","2016-08-29","0","1","362","0","0"
"163413","2019-03-06","2020-03-04","Chomedey","Chien","Cookie","Chiens de compagnie","Shih Tzu","Autre","Mâle","Beige","2009-12-10","0","1","3,6","0","0"
"170131","2020-01-06","2021-01-06","Pont-Viau","Chien","Chico","Chiens nains","chihuahua a poil court","Autre","Mâle","Brun","2015-01-01","0","1","0","0","0"
"163034","2019-04-30","2020-04-30","Vimont","Chien","Missy","Chiens de compagnie","Caniche moyen","","Femelle","Noir","2014-07-08","1","1","25","1","0"
"177258","2019-06-28","2020-06-28","Pont-Viau","Chien","Skippy","Chiens de travail","Boxer","","Mâle","Tan noir","2017-01-01","1","1","27","1","0"
"160167","2019-06-17","2020-06-17","Duvernay","Chien","Théo","Chiens de compagnie","Caniche moyen","Autre","Mâle","Noir","2009-09-04","1","1","34","1","0"
"174191","2019-09-26","2020-09-25","Fabreville","Chien","Emma","Chiens de compagnie","Terrier de Boston","","Femelle","noir blanc","2015-09-03","0","1","12","1","0"
"162723","2019-04-05","2020-04-05","Saint-François","Chien","Anouk","Chiens de travail","Husky sibérien","","Femelle","Noir / Tan","2012-07-25","1","1","30","1","0"
"170529","2019-05-31","2020-05-31","Chomedey","Chien","Bella","Chiens de travail","schnauzer standard","","Femelle","Noir/gris/blanc","2013-01-02","0","1","5","1","0"
"173211","2019-05-17","2020-05-16","Vimont","Chien","Solo","Chiens de berger","Berger Allemand","Autre","Mâle","blanc et brun","2018-04-29","1","1","0","1","0"
"68524","2019-12-16","2020-12-16","Duvernay","Chat","Dina ","","","Autre","Femelle","Tabby foncé","2016-01-01","0","1","4","0","0"
"177055","2019-06-10","2020-06-09","Chomedey","Chien","Julian james","Chiens nains","chihuahua a poil court","poméranien","Mâle","fauve","2018-02-06","0","0","4","0","0"
"176437","2019-05-12","2020-05-11","Sainte-Dorothée","Chien","Dookie","Chiens de berger","Berger Shetland","Autre","Femelle","noir blanc brun","2014-12-10","0","0","0","1","0"
"173747","2019-08-05","2020-08-04","Saint-François","Chien","Blinky","Chiens nains","Bichon maltais","","Femelle","Blanc","2018-10-22","0","1","4","0","0"
"176159","2019-02-18","2020-02-18","Chomedey","Chien","Pisco","Chiens de sport","Épagneul cocker américain","","Mâle","Gold et blanc","2012-09-26","1","1","14,96","1","0"
"163648","2019-03-07","2020-03-07","Chomedey","Chien","Neko","Chiens de travail","Akita","","Femelle","bringé","2015-11-07","0","1","30","1","0"
"162121","2019-02-05","2020-02-04","Laval-des-Rapides","Chien","Vicky tara ","Chiens nains","Terrier du Yorkshire","","Femelle","Gris","2009-09-14","0","1","2","1","0"
"174387","2019-10-20","2020-10-20","Laval-Ouest","Chien","Jennifer","Chiens de sport","retriever labrador","Autre","Femelle","blond ","2013-06-08","0","0","0","1","0"
"162793","2019-06-17","2020-06-17","Duvernay","Chien","Maggie","Chiens nains","Terrier du Yorkshire","Autre","Femelle","Noir argent","2016-10-05","1","1","7","1","0"
"163348","2019-03-27","2020-03-27","Fabreville","Chien","Harley","Chiens nains","Terrier du Yorkshire","Autre","Mâle","Feu","2011-11-01","1","1","3","0","0"
"65770","2019-10-02","2020-10-02","Sainte-Dorothée","Chat","Aristote","","","","Mâle","Tigré roux et blanc","2005-04-28","0","1","12","1","0"
"166153","2019-06-03","2020-06-03","Auteuil","Chien","Chewba","Chiens de compagnie","Shih Tzu","Caniche nain","Mâle","Gris et noir","2014-10-07","1","1","7,7","1","0"
"68575","2019-12-20","2020-12-20","Saint-François","Chat","Ti-gars","","","Autre","Mâle","tabby Brun","2015-12-01","0","1","2","0","0"
"161068","2019-02-01","2020-02-01","Chomedey","Chien","Wooney","Chiens de sport","retriever labrador","","Femelle","chocolat","2008-02-26","1","1","36","1","0"
"174284","2019-09-26","2020-09-26","Chomedey","Chien","Bailey's","Chiens nains","chihuahua a poil court","","Femelle","Noir et beige","2019-03-07","1","1","0","1","0"
"68159","2019-10-16","2020-10-16","Sainte-Rose","Chat","Saké / Troy","","","Autre","Mâle","roux","2018-02-23","0","1","10","1","0"
"161901","2019-02-18","2020-02-18","Saint-Vincent-de-Paul","Chien","DJ","Chiens nains","chihuahua a poil court","","Mâle","Noir","2005-06-01","0","0","3,5","0","0"
"169002","2019-07-18","2020-07-18","Fabreville","Chien","Sam","Chiens nains","Bichon maltais","Autre","Mâle","blanc","2009-01-19","0","1","6","1","0"
"173398","2019-06-14","2020-06-14","Sainte-Dorothée","Chien","Kronos","Chiens de travail","Husky sibérien","","Mâle","noir et blanc","2019-03-22","0","0","5","1","0"
"174242","2019-09-20","2020-09-20","Pont-Viau","Chien","Daisy","Chiens de sport","Épagneul cocker américain","","Femelle","Chocolat","2019-07-10","0","1","2","1","0"
"172795","2019-05-16","2020-05-16","Laval-des-Rapides","Chien","Belle","Chiens nains","Bichon maltais","Terrier du Yorkshire","Femelle","Blanche, noire et beige","2017-06-20","1","0","0","0","0"
"174149","2019-09-16","2020-09-14","Laval-des-Rapides","Chien","Milo","Chiens nains","chihuahua a poil court","","Mâle","Beige","2014-06-01","0","1","4","0","0"
"68146","2019-10-15","2020-10-15","Sainte-Dorothée","Chat","Félix","","","","Mâle","Noir et Blanc","2013-05-06","0","1","5","0","0"
"166165","2019-05-06","2020-05-05","Sainte-Rose","Chien","Lenny","Terriers","Terrier blanc du West Highland","Autre","Femelle","Blanc","2013-03-20","1","1","7,6","1","0"
"177366","2019-07-04","2020-07-03","Fabreville","Chien","Canelle","Chiens nains","Terrier du Yorkshire","","Femelle","noir brun","2018-05-01","0","1","5","1","0"
"174233","2019-09-19","2020-09-19","Sainte-Dorothée","Chien","Molly","Chiens de travail","Bouvier bernois","","Femelle","brun, blanc, noir","2014-02-05","0","1","45","1","0"
"176670","2019-02-06","2020-02-05","Vimont","Chien","Peggy","Chiens nains","chihuahua a poil court","Autre","Femelle","noir feux et blanc","2017-05-11","0","1","1,3","1","0"
"176904","2019-05-31","2020-05-31","Sainte-Rose","Chien","Bailey","Chiens de travail","schnauzer standard","Autre","Femelle","Blanc","2008-05-28","1","1","0","0","0"
"174682","2019-10-29","2020-10-29","Vimont","Chien","Billie","Chiens de travail","Bullmastiff","","Femelle","Bringée ","2019-06-06","1","0","23","0","0"
"61443","2019-02-21","2020-02-20","Laval-des-Rapides","Chat","Junco","","","","Mâle","Noir","2012-10-21","0","1","5","1","0"
"172716","2019-04-01","2020-03-30","Saint-François","Chien","Charlie","Chiens nains","Caniche nain","","Mâle","beige","2019-01-10","0","1","1","1","0"
"65545","2020-01-09","2021-01-09","Saint-Vincent-de-Paul","Chat","Whippet","","","Autre","Femelle","tigré","2009-07-02","1","1","0","1","0"
"161989","2019-04-18","2020-04-18","Laval-des-Rapides","Chien","Simba","Chiens de sport","retriever labrador","Autre","Mâle","brun","2014-10-01","1","1","32","1","0"
"176747","2019-03-08","2020-03-08","Saint-François","Chien","Moogly","Chiens de berger","Border Colley","Inconnu","Mâle","noir et beige","2016-08-04","0","1","25,85","1","0"
"172809","2019-05-02","2020-05-01","Sainte-Dorothée","Chien","Charlie","Chiens de travail","Boxer","Shar-pei chinois","Mâle","Brun","2013-05-01","0","1","0","1","0"
"62001","2019-01-24","2020-01-24","Pont-Viau","Chat","Mimi","","","","Femelle","Noire","2014-01-01","0","1","0","1","0"
"174501","2019-10-09","2020-10-09","Sainte-Dorothée","Chien","Nala","Chiens de sport","retriever doré","Caniche nain","Femelle","Caramel","2019-02-28","1","1","18","1","0"
"173273","2019-05-21","2020-05-20","Fabreville","Chien","Vito","Chiens de berger","colley a poil dur","Autre","Mâle","noir","2012-01-01","0","1","0","0","0"
"176984","2019-06-04","2020-06-04","Sainte-Rose","Chien","Moana","Chiens nains","chihuahua a poil court","","Femelle","Noir et feu","2017-03-21","1","1","1,8","1","0"
"173774","2019-08-07","2020-08-07","Chomedey","Chien","Zeus","Chiens de compagnie","Terrier de Boston","","Mâle","Noir- blanc","2009-04-26","1","1","15","0","0"
"174852","2019-11-07","2020-11-07","Chomedey","Chien","Bixie","Chiens de compagnie","Shih Tzu","","Femelle","Blanc","2011-06-01","1","1","7,71","1","0"
"62626","2020-01-06","2021-01-06","Sainte-Rose","Chat","Daisy","","","","Femelle","silver blanc ","2015-03-07","0","1","4,98","1","0"
"67707","2019-08-12","2020-08-12","Sainte-Rose","Chat","Noémie","","","Autre","Femelle","gris blanc","2018-11-01","1","1","0","1","0"
"67466","2019-09-16","2020-09-15","Saint-Vincent-de-Paul","Chat","Iris","","","Autre","Femelle","Tabby Blanc","0000-00-00","0","1","0","1","0"
"165572","2019-04-11","2020-04-09","Laval-des-Rapides","Chien","Willow","Chiens de sport","retriever doré","Bouvier bernois","Mâle","Noir/Beige","2016-07-01","0","1","43","0","0"
"177028","2019-06-13","2020-06-12","Laval-Ouest","Chien","Leo","Chiens de travail","Husky sibérien","","Mâle","Roux","2013-10-10","0","1","35","0","0"
"68423","2019-12-13","2020-12-13","Fabreville","Chat","Vala","","","Autre","Femelle","Tabi","2011-09-08","0","1","4","0","0"
"68616","2020-01-10","2021-01-10","Fabreville","Chat","Felix","","","Autre","Mâle","Tabby blanc","2010-10-01","0","1","8","1","0"
"176991","2019-06-05","2020-06-05","Fabreville","Chien","Tony","Chiens de travail","Cane Corso","","Mâle","brun","2014-12-01","1","1","73","0","0"
"169513","2019-07-16","2020-07-14","Fabreville","Chien","Agate","Chiens de compagnie","Shih Tzu","Caniche moyen","Femelle","Noir","2018-03-20","0","1","3,2","1","0"
"174539","2019-10-15","2020-10-15","Auteuil","Chien","Charlie","Chiens nains","Bichon maltais","","Mâle","Blanc","2018-05-19","0","1","0","1","0"
